abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
4.1393185197011053e-07,0.01166340879992514,2.0,1.1340598684112616e-09,183.30640681642546,5.864306149305776e-05,3.191972630981642e-05,3.283787961176718e-05,-1.2541297564894194e-06,1.0587370612529026e-05,1.1209241648704323e-10,0.8449181963279194,365.0000000190863,0.015027322404371584,3.154938531224616e-05,182.5,38673.001619359864,0.9993583051330969,0.00273224043715847,1.899645657716493,3.168932543076153e-05,0.0,0.7695769269526059,1.4580438346456497e-05,0.11279287336784805,0.1830601092896175,0.7422105833687768,0.44808743169398907,29.687297063261195,-2.5133394730026195,8.4490347056781e-06,7.21686507702736e-06,4.198747933203344e-08,7.1300557920039864e-06,4.83102053294715e-06,1.5457578683708562e-07,0.08196721311475409,30.17611507097968,1.2249303083572605,78.0,18.0,1.0275678387985863,5.989719124954718e-05,78.0,0.38524590163934425,3.3629768720296456e-05,-0.23862703845200775,6.425338808566812e-10,0.14073234510216662,-2.165943203692465,-1.6968623600987072,0.8481251527253304,2.3785053796402664,58.0,0.44808743169398907,0.0,0.8346582280598865,-0.028196447726867475,0.15332098850318115,0.5498374915182203,1.8217848927275346e-10,0.002634155753114986,1.3904696757960906e-06,1.4572133952600743e-05,2.164463682476992,1.4484838392282135e-05,2.1883063579743025e-10,4.0
