abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
0.31684547333768387,10.650071452915032,2.0,0.0008680697899662572,185.0403210267541,0.0395714454352855,0.029186486346920223,0.029098601623748735,0.0197092676535248,0.003721159672047863,1.384702930487536e-05,1.1058488726339282,365.0017147705471,0.015027322404371584,0.029034371022135,182.5,104.4343620700198,0.9978327116816761,0.00273224043715847,1.90027432397557,0.028647247655317114,0.0,0.7650821483222174,0.004601138527505114,0.05952989259707886,0.1830601092896175,0.8751514696197832,0.3907103825136612,29.732691337169683,0.04298269453290928,0.0029132103957585933,0.0021899509656170746,2.0757368574403814e-05,0.0023584805118540553,0.0015457961708306989,0.00010968729232748234,0.0,14.289887265766849,1.4883118858466222,59.0,14.0,1.021322736901369,0.0198621777817607,59.0,0.34972677595628415,0.029422746550650837,0.13970853440322045,3.0232289379039412e-06,0.08395154650489825,-6.1703972873786075,-1261.6347269898647,0.8057625300663089,4.327783385612707,61.0,0.3907103825136612,0.0,1.5506259499741857,-0.042848696107549177,0.12854911704521113,0.6164401009927777,2.2323109480883373e-05,0.7993321024502322,0.0017356564164110713,0.00859875677506869,2.133406286141951,0.008397720569373808,7.878146809039097e-05,0.0
