date,feature_index,CO
2026-02-04T00:00:00.000Z,0,
2026-02-05T00:00:00.000Z,0,0.02982803201302886
2026-02-11T00:00:00.000Z,0,
2026-02-06T00:00:00.000Z,0,0.029763435944914818
2026-02-09T00:00:00.000Z,0,
2026-02-07T00:00:00.000Z,0,
2026-02-08T00:00:00.000Z,0,
2026-02-10T00:00:00.000Z,0,
2026-03-03T00:00:00.000Z,0,
2026-03-05T00:00:00.000Z,0,0.022542246306935947
2026-03-06T00:00:00.000Z,0,
2026-03-02T00:00:00.000Z,0,
2026-03-01T00:00:00.000Z,0,
2026-03-04T00:00:00.000Z,0,0.025812725846966107
2026-02-28T00:00:00.000Z,0,
2026-03-07T00:00:00.000Z,0,
2026-04-21T00:00:00.000Z,0,0.028869302943348885
2026-04-20T00:00:00.000Z,0,0.030934998765587807
2026-04-19T00:00:00.000Z,0,0.028280649334192276
2026-04-22T00:00:00.000Z,0,
2026-04-18T00:00:00.000Z,0,0.0334285032004118
2026-04-17T00:00:00.000Z,0,0.02919398434460163
2026-04-24T00:00:00.000Z,0,0.027646491304039955
2026-04-23T00:00:00.000Z,0,
2026-07-09T00:00:00.000Z,0,0.03196933725848794
2026-07-10T00:00:00.000Z,0,0.03017248958349228
2026-07-07T00:00:00.000Z,0,0.0326094813644886
2026-07-08T00:00:00.000Z,0,0.0345922177657485
2026-07-11T00:00:00.000Z,0,
2026-07-13T00:00:00.000Z,0,0.034684259444475174
2026-07-06T00:00:00.000Z,0,
2026-07-12T00:00:00.000Z,0,0.031979882158339024
2026-01-23T00:00:00.000Z,0,
2026-01-25T00:00:00.000Z,0,0.0203692689538002
2026-01-19T00:00:00.000Z,0,0.02825598232448101
2026-01-21T00:00:00.000Z,0,0.020410967990756035
2026-01-22T00:00:00.000Z,0,
2026-01-26T00:00:00.000Z,0,
2026-01-20T00:00:00.000Z,0,0.029801778495311737
2026-01-24T00:00:00.000Z,0,0.02554851258173585
2026-05-21T00:00:00.000Z,0,0.025176929930845898
2026-05-19T00:00:00.000Z,0,0.03404983598738909
2026-05-23T00:00:00.000Z,0,0.030559832230210304
2026-05-25T00:00:00.000Z,0,0.03126243129372597
2026-05-26T00:00:00.000Z,0,
2026-05-20T00:00:00.000Z,0,
2026-05-22T00:00:00.000Z,0,0.033099270115296044
2026-05-24T00:00:00.000Z,0,0.030569419264793396
