date,NO2,CO,HCHO,SO2,O3,CH4
2025-08-30 00:00:00+00:00,,,,,,
2025-08-31 00:00:00+00:00,1.1548314489573386e-05,,5.397449149313616e-05,-0.0002915733930421993,0.1155592985451221,
2025-09-01 00:00:00+00:00,1.572148042328081e-05,0.0283943302929401,7.502871631004382e-05,3.7649042496923357e-06,0.11534484475851056,
2025-09-02 00:00:00+00:00,1.0437884308582094e-05,0.0265040608743826,8.212175938145568e-05,-5.9007766443149506e-05,0.11520066608985262,1822.120849609375
2025-09-03 00:00:00+00:00,1.1899237733814516e-05,0.0255731047234601,8.220240668777024e-05,5.337968923413427e-05,0.11479927832260722,1849.1463623046875
2025-09-04 00:00:00+00:00,1.2806964946321386e-05,0.0255731047234601,9.947606084779182e-05,6.240960792638361e-05,0.11447411179542537,1856.8662109375
2025-09-05 00:00:00+00:00,1.5296596131975093e-05,0.0255731047234601,0.0001226622971349419,0.00014074669600934916,0.11444951159258678,1856.8662109375
2025-09-06 00:00:00+00:00,1.610468564194889e-05,0.026556007641678002,0.00012050800536046933,0.00012749981137208773,0.11426482748772412,1856.8662109375
2025-09-07 00:00:00+00:00,1.8851027547839294e-05,0.0291590952003995,0.00012853509716137523,0.00011410427958935543,0.11412320961244399,1856.8662109375
2025-09-08 00:00:00+00:00,1.9124858416338004e-05,0.0291590952003995,0.00012883856665111025,9.968825922139028e-05,0.11396150456534487,1856.8662109375
2025-09-09 00:00:00+00:00,2.0462633153783826e-05,0.029112843382689633,0.00012642644735478826,9.78878975729458e-05,0.11407947186380621,1856.8662109375
2025-09-10 00:00:00+00:00,2.2988583943763594e-05,0.02847532706246484,0.00012326897726211428,0.00012657533046546052,0.11431122994558374,1856.8662109375
2025-09-11 00:00:00+00:00,2.2126087884544177e-05,0.02847532706246484,0.00011170353334222227,0.00014097567024388505,0.11444846199204518,1856.8662109375
2025-09-12 00:00:00+00:00,2.253472361574565e-05,0.028900251646215663,0.00011546646092597257,0.00013823329055202732,0.11446538538886945,1856.8662109375
2025-09-13 00:00:00+00:00,2.33088515691244e-05,0.029208086465519836,0.00012290406092826549,0.00012498764330562802,0.11458926807556828,1851.316146850586
2025-09-14 00:00:00+00:00,2.401151736345734e-05,0.029265638239060792,0.00013139161560692022,0.00012433465429542896,0.11469845374425248,1851.316146850586
2025-09-15 00:00:00+00:00,2.426674939925988e-05,0.029265638239060792,0.00013776989574587617,0.00012337297482645226,0.11478150263428684,1851.316146850586
2025-09-16 00:00:00+00:00,2.4923656603866274e-05,0.02922503665710484,0.00014212911838572996,0.0001283741261003717,0.1148152866345994,1851.316146850586
2025-09-17 00:00:00+00:00,2.518679129555797e-05,0.02922503665710484,0.0001384135132806503,0.00011709088367853029,0.11486748802579107,1851.316146850586
2025-09-18 00:00:00+00:00,2.480174743212908e-05,0.028977948072780285,0.00013815214614167241,0.00011548959819345071,0.1147881310041013,1851.316146850586
2025-09-19 00:00:00+00:00,2.4267705281388884e-05,0.028538974276624378,0.00013746344573585626,0.00010901419925891294,0.11471573794260617,1856.1573364257813
2025-09-20 00:00:00+00:00,2.415561091967653e-05,0.028236609074242715,0.00013746344573585626,0.00010901419925891294,0.11471573794260617,1863.0455220540364
